,평균 버스 이용량 (명),1~2인가구,3인 가구 이상,30~59세 인구,비만도 분포,가구,수요,인프라,경제,value,매장명,target
71,-0.4410674,-0.481127158,-1.734440698,-1.206810385,-1.086515221,0.559553346,0.573007173,0.548669563,-0.836493983,1.847826087,원셰프의행복식탁 장한평역점,1
72,-1.198782262,0.798766965,0.541576531,-0.108942888,-0.787406856,1.580419898,-0.076887224,0.359964938,-0.279188109,2.195652174,원셰프의행복식탁 암사점,1
73,-0.534876201,-0.004614536,0.210402938,0.807059663,1.642848607,1.188581358,-0.490751603,-0.391716156,-0.436911349,1.630434783,원셰프의행복식탁 창동점,0
74,1.251090167,0.477473048,0.575228042,0.153055904,-0.450909946,0.326817004,0.950687874,0.633018658,-0.303915933,1.975,원셰프의행복식탁 개봉점,1
75,-0.101569983,0.120088582,0.427268226,-0.829513529,0.184695329,1.793859882,-0.445964725,1.0509313,-0.410225245,1.666666667,원셰프의행복식탁 은평구산역점,0
76,7.04E-10,-0.221744672,0.848713332,-0.817552622,-0.787406856,-1.939735788,-0.756437985,-1.560185498,-1.047410681,1.666666667,원셰프의행복식탁 강일점,0
77,-1.153539011,-1.525699161,-0.451944249,-0.108942888,-0.787406856,-0.471244434,-1.186371994,-1.544880381,-0.664278862,1.608695652,원셰프의행복식탁 강동롯데캐슬점,0
78,-1.108918691,-1.423295895,0.393082565,-0.488775626,-0.787406856,-0.904170987,-1.009104162,-1.517541141,-0.348664191,1.285714286,원셰프의행복식탁 고덕역점,0
79,-0.385395822,-0.535703111,-0.525657081,-0.047785887,1.642848607,1.313037223,-0.71094312,-0.771722264,-1.089572392,1.391304348,홈즈앤쿡 쌍문점,0
80,-0.161071433,0.546426537,0.551191248,0.524224381,-0.114413036,-2.447236662,-0.668710936,-1.31490866,-0.031729742,1.938202247,오밀당 중계브라운스톤점,1
81,-0.628685001,-1.24841811,-0.788459352,-0.39583558,-0.376132855,-0.265199069,-1.174702066,-1.408010146,-0.731924848,2.114285714,오밀당 장위퍼스트하이점,1
82,0.564227944,-1.029234041,2.491227525,1.49990467,1.493294425,-2.10963401,-0.640396733,-0.90972065,1.054903194,1.666666667,오밀당 목동파리공원점,0
83,1.258034695,1.605962914,0.590718419,-1.171899754,-0.450909946,-1.055132625,0.674268978,0.47983049,1.353629368,1.835616438,오밀당 당산역점,1
84,-0.968551563,-0.098508649,-0.846681807,0.840998207,1.493294425,1.235896785,-0.264619185,0.431479701,-1.054578949,1.56,오밀당 월정점,0
85,3.648844032,2.424015371,-0.161366129,-0.803436217,0.782912058,0.318915833,3.009656577,2.018658137,0.72732962,1.842105263,오밀당 제기동역점,1
86,-0.622363405,-1.011922314,-0.595096706,2.405805961,-0.114413036,-0.975364505,-1.321987323,0.84373503,-0.380095068,1.634615385,오밀당 상계점,0
87,-0.684287365,-0.27456011,-0.870184449,-0.671823983,-0.376132855,0.139113411,-0.215900778,-0.661237155,-0.761658194,1.633333333,오밀당 하월곡점,0
88,-0.89610699,-0.940621472,-0.058274994,-0.488775626,-0.787406856,-0.581756074,-1.041047468,-1.039353287,-0.846543592,1.515151515,오밀당 고덕그라시움점,0
89,0.143841777,-0.616393364,0.239247089,0.807059663,1.642848607,-1.640978564,-0.87935762,-1.744263878,-0.267825915,1.090909091,오밀당 녹천점,0
90,1.148260402,-0.319746652,-0.16243443,-0.355726393,1.044631878,0.074413634,-0.752290682,-0.516568641,-0.709363539,1.605263158,오밀당 홍제점,0
91,0.790236554,3.847978273,-0.596699159,2.7322584,0.109918238,0.255467369,1.140429207,2.724927737,0.331564248,1.285714286,오밀당 봉천점,0
92,-0.851279027,-1.507507177,-0.928406903,0.840998207,1.493294425,-0.422878413,-0.853297071,-1.319472448,-1.268618687,1.371428571,더잇24 신정뉴타운점,0
93,0.405103669,2.647894146,-0.259115754,-0.295752802,0.147306783,-0.733216506,2.412201307,3.477220508,0.398492838,1.72,더잇24 마곡역점,0
94,-1.198782262,0.798766965,0.541576531,-0.108942888,-0.787406856,1.580419898,-0.076887224,0.140214317,-0.279188109,1.257142857,더잇24 암사역점,0
95,0.917199129,0.786736782,1.687864486,-0.924017368,-2.507279953,-1.652182864,-0.348106429,-0.867766801,0.784873543,2.612903226,더잇24 강남자곡점,1
